,Pandas,Pandas,Pandas,Pandas,Rapids,Rapids,Rapids
,Test Size,Test,Total,Average,Test,Total,Average
27,0.12254263700000001,Merge,0.7653441429138184,0.25511471430460614,Merge,0.14661598205566406,0.04887199401855469
28,0.12254263700000001,Filter,0.03935074806213379,0.013116916020711264,Filter,0.055234670639038086,0.018411556879679363
29,0.12254263700000001,All,0.8919599056243896,0.2973199685414632,All,0.25031280517578125,0.08343760172526042
30,0.24761943700000003,Mean,0.002012014389038086,0.0006706714630126953,Mean,0.00567317008972168,0.0018910566965738933
31,0.24761943700000003,Sort,0.12363719940185547,0.04121239980061849,Sort,0.07341361045837402,0.024471203486124676
32,0.24761943700000003,Merge,1.533630609512329,0.5112102031707764,Merge,0.19609689712524414,0.06536563237508138
33,0.24761943700000003,Filter,0.05395054817199707,0.017983516057332356,Filter,0.07175803184509277,0.023919343948364258
34,0.24761943700000003,All,1.5864346027374268,0.528811534245809,All,0.3711271286010742,0.12370904286702473
35,0.49058449000000004,Mean,0.010983467102050781,0.0036611557006835938,Mean,0.005965471267700195,0.001988490422566732
36,0.49058449000000004,Sort,0.2781186103820801,0.09270620346069336,Sort,0.0914306640625,0.030476888020833332
37,0.49058449000000004,Merge,3.007232189178467,1.0024107297261555,Merge,0.28543615341186523,0.09514538447062175
38,0.49058449000000004,Filter,0.08243227005004883,0.027477423350016277,Filter,0.06353354454040527,0.02117784818013509
39,0.49058449000000004,All,3.3112080097198486,1.1037360032399495,All,0.5583155155181885,0.18610517183939615
40,0.97439611,Mean,0.011333703994750977,0.0037779013315836587,Mean,0.006921291351318359,0.0023070971171061196
41,0.97439611,Sort,0.41148900985717773,0.13716300328572592,Sort,0.1423327922821045,0.04744426409403483
42,0.97439611,Merge,5.809485912322998,1.936495304107666,Merge,0.47702860832214355,0.1590095361073812
43,0.97439611,Filter,0.14198899269104004,0.04732966423034668,Filter,0.07584905624389648,0.025283018747965496
44,0.97439611,All,6.3614935874938965,2.1204978624979653,All,1.0046424865722656,0.3348808288574219
45,1.922491691,Mean,0.019694805145263672,0.006564935048421224,Mean,0.008356809616088867,0.0027856032053629556
46,1.922491691,Sort,1.0231883525848389,0.3410627841949463,Sort,0.21012663841247559,0.07004221280415852
47,1.922491691,Merge,9.769493579864502,3.256497859954834,Merge,0.690598726272583,0.23019957542419434
48,1.922491691,Filter,0.26333117485046387,0.08777705828348796,Filter,0.08579468727111816,0.028598229090372723
49,1.922491691,All,11.383146286010742,3.794382095336914,All,1.1444010734558105,0.3814670244852702
50,3.777333876,Mean,0.04203057289123535,0.014010190963745117,Mean,0.012801885604858398,0.004267295201619466
51,3.777333876,Sort,3.4202373027801514,1.140079100926717,Sort,0.42367124557495117,0.14122374852498373
52,3.777333876,Merge,17.615941047668457,5.871980349222819,Merge,1.086742877960205,0.36224762598673504
53,3.777333876,Filter,0.5167808532714844,0.17226028442382812,Filter,0.11593198776245117,0.038643995920817055
54,3.777333876,All,21.832600116729736,7.277533372243245,All,1.647845983505249,0.5492819945017496
