,Pandas,Pandas,Pandas,Pandas,Rapids,Rapids,Rapids
,Test Size,Test,Total,Average,Test,Total,Average
33,0.24761945300000002,Filter,0.07614374160766602,0.02538124720255534,Filter,0.025291919708251953,0.00843063990275065
34,0.24761945300000002,All,2.6070728302001953,0.8690242767333984,All,0.17621994018554688,0.05873998006184896
35,0.49058450600000003,Mean,0.009077787399291992,0.0030259291330973306,Mean,0.0031135082244873047,0.0010378360748291016
36,0.49058450600000003,Sort,0.3727095127105713,0.1242365042368571,Sort,0.05246996879577637,0.01748998959859212
37,0.49058450600000003,Merge,5.020693302154541,1.6735644340515137,Merge,0.1686241626739502,0.05620805422465006
38,0.49058450600000003,Filter,0.11829614639282227,0.03943204879760742,Filter,0.025796890258789062,0.008598963419596354
39,0.49058450600000003,All,5.529792070388794,1.8432640234629314,All,0.25042200088500977,0.08347400029500325
40,0.974396126,Mean,0.01672053337097168,0.0055735111236572266,Mean,0.0032911300659179688,0.0010970433553059895
41,0.974396126,Sort,0.6830768585205078,0.2276922861735026,Sort,0.07858610153198242,0.026195367177327473
42,0.974396126,Merge,9.40317678451538,3.134392261505127,Merge,0.282120943069458,0.09404031435648601
43,0.974396126,Filter,0.21288323402404785,0.07096107800801595,Filter,0.028402328491210938,0.009467442830403646
44,0.974396126,All,10.284518003463745,3.4281726678212485,All,0.3946096897125244,0.13153656323750815
45,1.922491707,Mean,0.034656524658203125,0.011552174886067709,Mean,0.00393986701965332,0.0013132890065511067
46,1.922491707,Sort,1.7114877700805664,0.5704959233601888,Sort,0.14437532424926758,0.048125108083089195
47,1.922491707,Merge,15.6711106300354,5.223703543345134,Merge,0.41742396354675293,0.13914132118225098
48,1.922491707,Filter,0.3954455852508545,0.13181519508361816,Filter,0.0340275764465332,0.011342525482177734
49,1.922491707,All,17.77872061729431,5.9262402057647705,All,0.6042454242706299,0.2014151414235433
50,3.777333892,Mean,0.09409117698669434,0.031363725662231445,Mean,0.005379676818847656,0.001793225606282552
51,3.777333892,Sort,4.133204698562622,1.377734899520874,Sort,0.2843475341796875,0.09478251139322917
52,3.777333892,Merge,27.304208755493164,9.10140291849772,Merge,0.613440752029419,0.204480250676473
53,3.777333892,Filter,0.7588300704956055,0.25294335683186847,Filter,0.0502314567565918,0.016743818918863933
54,3.777333892,All,32.30794882774353,10.76931627591451,All,0.9801216125488281,0.3267072041829427
55,7.636587496000001,Mean,0.1837444305419922,0.0612481435139974,Mean,0.011231422424316406,0.0037438074747721353
56,7.636587496000001,Sort,8.977171182632446,2.9923903942108154,Sort,0.5579879283905029,0.18599597613016763
57,7.636587496000001,Merge,29.820806741714478,9.940268913904825,Merge,1.0722107887268066,0.35740359624226886
58,7.636587496000001,Filter,3.7877726554870605,1.2625908851623535,Filter,0.11526155471801758,0.038420518239339195
59,7.636587496000001,All,51.93087816238403,17.310292720794678,All,1.77048659324646,0.59016219774882
